"","UNIQUE_CARRIER_NAME","YEAR","MONTH","sum_seats","sum_passengers","sum_distance","sum_airtime","Date","log_passenger","log_seats","log_airtime","log_distance"
"1544","Sun Air Express LLC dba Sun Air International",2015,7,10523,2398,2388,58215,2015-07-01,7.78280726283969,9.26141364216018,10.9719155100269,7.77863014732581
"1545","Sun Air Express LLC dba Sun Air International",2015,8,10634,2610,2388,58600,2015-08-01,7.86748856869913,9.27190572763434,10.9785070402659,7.77863014732581
"1546","Sun Air Express LLC dba Sun Air International",2015,9,10385,2494,2674,58780,2015-09-01,7.82204400818562,9.24821402440426,10.9815739524175,7.89170465933011
"1547","Sun Air Express LLC dba Sun Air International",2015,10,10415,3004,2674,59465,2015-10-01,8.00803284696931,9.25109836444835,10.9931599996348,7.89170465933011
"1548","Sun Air Express LLC dba Sun Air International",2015,11,10328,2789,2674,58920,2015-11-01,7.93379687481541,9.24271075200663,10.9839528425982,7.89170465933011
"1549","Sun Air Express LLC dba Sun Air International",2015,12,10187,2923,2674,58160,2015-12-01,7.98070782086967,9.22896583609935,10.9709703060073,7.89170465933011
"1550","Sun Country Airlines d/b/a MN Airlines",2015,1,205524,152975,261424,214100,2015-01-01,11.9380363253252,12.2333229600203,12.2742031452815,12.4739027144668
"1551","Sun Country Airlines d/b/a MN Airlines",2015,2,188316,152692,225677,196156,2015-02-01,11.9361846486367,12.1458819920359,12.1866706379752,12.326864483531
"1552","Sun Country Airlines d/b/a MN Airlines",2015,3,222156,192170,298502,227655,2015-03-01,12.1661408796388,12.3111396181084,12.3355909966642,12.6065352620155
"1553","Sun Country Airlines d/b/a MN Airlines",2015,4,216855,174690,245018,218020,2015-04-01,12.070773977909,12.2869888177763,12.292346667407,12.4090910375403
"1554","Sun Country Airlines d/b/a MN Airlines",2015,5,230637,178591,231211,230857,2015-05-01,12.0928591535882,12.348604660752,12.3495580818723,12.3510903175476
"1555","Sun Country Airlines d/b/a MN Airlines",2015,6,235443,188027,195737,241534,2015-06-01,12.1443461668924,12.3692283722296,12.39476966911,12.184532309292
"1556","Sun Country Airlines d/b/a MN Airlines",2015,7,259509,213180,185426,269246,2015-07-01,12.2698968491037,12.4665505164911,12.5033844528953,12.1304165525787
"1557","Sun Country Airlines d/b/a MN Airlines",2015,8,253266,210067,260335,260687,2015-08-01,12.2551865668084,12.4421995472025,12.4710795689427,12.4697283833791
"1558","Sun Country Airlines d/b/a MN Airlines",2015,9,227421,170775,324361,224062,2015-09-01,12.0481080352409,12.3345626014413,12.3196825412938,12.6896154550279
"1559","Sun Country Airlines d/b/a MN Airlines",2015,10,242712,189692,354233,249229,2015-10-01,12.1531622548733,12.3996349543511,12.4261314438825,12.7777129906896
"1560","Sun Country Airlines d/b/a MN Airlines",2015,11,247194,186446,363566,262034,2015-11-01,12.1359022953729,12.4179327778239,12.4762333616074,12.8037188780907
"1561","Sun Country Airlines d/b/a MN Airlines",2015,12,255831,187132,261456,277585,2015-12-01,12.1395748729791,12.4522762580354,12.5338860740664,12.4740251130196
"1562","Sunwing Airlines Inc.",2015,1,2079,671,268,0,2015-01-01,6.51025834052315,7.64012317269536,0,5.59471137960184
"1563","Sunwing Airlines Inc.",2015,2,1134,314,445,0,2015-02-01,5.75257263882563,7.0343879299155,0,6.10031895202006
"1564","Sunwing Airlines Inc.",2015,3,567,171,177,0,2015-03-01,5.14749447681345,6.34212141872115,0,5.18178355029209
"1565","Sunwing Airlines Inc.",2015,10,378,83,177,0,2015-10-01,4.43081679884331,5.93753620508243,0,5.18178355029209
"1566","Sunwing Airlines Inc.",2015,11,3591,1168,445,0,2015-11-01,7.06390396147207,8.18646442942209,0,6.10031895202006
"1567","Sunwing Airlines Inc.",2015,12,1134,351,268,0,2015-12-01,5.8636311755981,7.0343879299155,0,5.59471137960184
"1568","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,1,23938,8587,147204,27419,2015-01-01,9.05812115899867,10.0832642071451,10.2190279531163,11.8995814520913
"1569","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,2,16668,6289,126787,21101,2015-02-01,8.74671634969449,9.72130598594309,9.95712310170204,11.7502716792829
"1570","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,3,42960,7592,150466,25812,2015-03-01,8.93498204921323,10.6680480063792,10.1586335199758,11.9214990700251
"1571","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,4,31683,6419,83378,16369,2015-04-01,8.76717339668401,10.3635671005842,9.70320567036518,11.3311517580791
"1572","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,5,21902,5261,69690,17091,2015-05-01,8.56826646160024,9.9943788927242,9.74636579676392,11.1518264635906
"1573","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,6,33576,9895,118110,27907,2015-06-01,9.19988591407232,10.4215965877484,10.2366686650591,11.6793801392537
"1574","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,7,27062,7422,70419,20779,2015-07-01,8.91233856711755,10.2059227603247,9.94174626465322,11.162232592709
"1575","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,8,22198,6715,72274,16777,2015-08-01,8.81224801819743,10.0078025218008,9.72782378340624,11.1882335668845
"1576","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,9,35968,10662,130349,24401,2015-09-01,9.27453508401818,10.490412735358,10.1024203751353,11.7779784193616
"1577","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,10,50809,14008,185385,32793,2015-10-01,9.54745525919611,10.8358484645878,10.3980008508098,12.1301954168571
"1578","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,11,59303,13277,196149,33488,2015-11-01,9.49386380927911,10.9904320363366,10.4189723056828,12.1866349516377
"1579","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2015,12,27030,9283,122140,23861,2015-12-01,9.13604776739433,10.2047396345166,10.0800425144357,11.7129313940696
"1580","Swiss Air Ambulance",2015,1,22,3,2233,0,2015-01-01,1.38629436111989,3.13549421592915,0,7.71154897962915
"1581","TAG Aviation (UK) Ltd.",2015,7,276,230,1777,0,2015-07-01,5.44241771052179,5.62401750618734,0,7.48324441607385
"1582","TAG Aviation (UK) Ltd.",2015,8,92,60,1444,0,2015-08-01,4.11087386417331,4.53259949315326,0,7.27586460054653
"1583","TAG Aviation (UK) Ltd.",2015,9,184,56,786,0,2015-09-01,4.04305126783455,5.22035582507832,0,6.6682282484174
"1584","TAG Aviation (UK) Ltd.",2015,11,9,4,1098,0,2015-11-01,1.6094379124341,2.30258509299405,0,7.00215595440362
"1585","TAG Aviation Espana S.L.",2015,1,10,4,2232,0,2015-01-01,1.6094379124341,2.39789527279837,0,7.71110125184016
"1586","TAG Aviation Espana S.L.",2015,3,38,8,2516,0,2015-03-01,2.19722457733622,3.66356164612965,0,7.83082299513532
"1587","TAG Aviation Espana S.L.",2015,5,14,2,190,0,2015-05-01,1.09861228866811,2.70805020110221,0,5.25227342804663
"1588","TAG Aviation Espana S.L.",2015,6,24,7,4506,0,2015-06-01,2.07944154167984,3.2188758248682,0,8.41338702269065
"1589","TAG Aviation Espana S.L.",2015,8,25,8,1781,0,2015-08-01,2.19722457733622,3.25809653802148,0,7.48549160803075
"1590","TAG Aviation Espana S.L.",2015,9,12,4,1486,0,2015-09-01,1.6094379124341,2.56494935746154,0,7.30451594646016
"1591","TAG Aviation Espana S.L.",2015,10,24,2,1043,0,2015-10-01,1.09861228866811,3.2188758248682,0,6.95081476844258
"1592","TAG Aviation Espana S.L.",2015,11,18,2,2474,0,2015-11-01,1.09861228866811,2.94443897916644,0,7.81399567500279
"1593","TAG Aviation Espana S.L.",2015,12,38,11,2362,0,2015-12-01,2.484906649788,3.66356164612965,0,7.76768727718691
"1594","TAG Aviation S.A.",2015,4,12,2,1199,0,2015-04-01,1.09861228866811,2.56494935746154,0,7.09007683577609
"1595","TAG Aviation S.A.",2015,6,0,0,35,0,2015-06-01,0,0,0,3.58351893845611
"1596","TAG Aviation S.A.",2015,10,12,2,1003,0,2015-10-01,1.09861228866811,2.56494935746154,0,6.91174730025167
"1597","Tap-Portuguese Airlines",2015,7,263,262,104,0,2015-07-01,5.57215403217776,5.57594910314632,0,4.65396035015752
"1598","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,1,703,154,38879,29951,2015-01-01,5.04342511691925,6.55677835615804,10.3073513792773,10.5682352585744
"1599","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,2,650,156,47795,30295,2015-02-01,5.05624580534831,6.47850964220857,10.3187709695816,10.7746972329696
"1600","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,3,1142,318,54111,40801,2015-03-01,5.76519110278484,7.04141166379481,10.6164863787987,10.8988112516983
"1601","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,4,1354,268,70305,44640,2015-04-01,5.59471137960184,7.2115567333138,10.706407998238,11.1606124226632
"1602","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,5,1591,449,73360,48133,2015-05-01,6.10924758276437,7.37274636640433,10.7817440670923,11.2031477382442
"1603","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,6,1754,356,71778,46981,2015-06-01,5.87773578177964,7.47022413589997,10.7575198286137,11.1813472331473
"1604","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,7,1499,449,57282,48162,2015-07-01,6.10924758276437,7.3132203870903,10.7823463704014,10.9557591745647
"1605","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,8,1730,402,66418,44353,2015-08-01,5.99893656194668,7.45645455517621,10.699958175328,11.1037384391113
"1606","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,9,1095,249,53515,33981,2015-09-01,5.52146091786225,6.99942246750796,10.4335862516457,10.8877359535935
"1607","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,10,1329,355,51064,44420,2015-10-01,5.87493073085203,7.1929342212158,10.7014676095768,10.8408546100122
"1608","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,11,821,209,33305,29497,2015-11-01,5.34710753071747,6.71174039505618,10.2920777434194,10.4134928399182
"1609","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2015,12,831,179,30354,31131,2015-12-01,5.19295685089021,6.72383244082121,10.3459915080793,10.3207165275645
"1610","Titan Airways",2015,5,148,87,1424,0,2015-05-01,4.47733681447821,5.00394630594546,0,7.26192709270275
"1611","Tradewind Aviation",2015,1,407,164,16730,3468,2015-01-01,5.10594547390058,6.01126717440416,8.15162164696975,9.72501856505766
"1612","Tradewind Aviation",2015,2,282,95,13825,2700,2015-02-01,4.56434819146784,5.64544689764324,7.90137735379262,9.53430615650521
"1613","Tradewind Aviation",2015,3,510,165,20152,4554,2015-03-01,5.11198778835654,6.2363695902037,8.42398080969406,9.91110843966749
"1614","Tradewind Aviation",2015,4,1024,487,25820,7470,2015-04-01,6.19031540585315,6.93244789157251,8.9187841379758,10.1589433933176
"1615","Tradewind Aviation",2015,5,2736,1216,29655,16020,2015-05-01,7.10414409298753,7.91461770904068,9.68165564064671,10.2974197448306
"1616","Tradewind Aviation",2015,6,4029,1973,28406,23058,2015-06-01,7.58781721999343,8.30152165494073,10.0458114277483,10.2543908726516
"1617","Tradewind Aviation",2015,7,6789,3894,38099,37702,2015-07-01,8.26744895830485,8.82320622055274,10.5374949458669,10.5479695611148
"1618","Tradewind Aviation",2015,8,5900,3837,32690,36087,2015-08-01,8.25270667656764,8.68287710705717,10.4937156790882,10.394855089645
"1619","Tradewind Aviation",2015,9,2880,1674,26541,18108,2015-09-01,7.42356844425917,7.96589273508453,9.80416433124134,10.1864836629972
"1620","Tradewind Aviation",2015,10,2474,942,27578,14346,2015-10-01,6.84906628263346,7.81399567500279,9.57129614009839,10.2248098925319
"1621","Tradewind Aviation",2015,11,1978,749,28085,12126,2015-11-01,6.62007320653036,7.59034694560257,9.40318965065679,10.2430265105281
"1622","Tradewind Aviation",2015,12,1744,717,29427,12954,2015-12-01,6.57646956904822,7.46450983463653,9.46923709299621,10.2897018810522
"1623","Trans States Airlines",2015,1,218800,165169,76710,294139,2015-01-01,12.0147305255151,12.2959179199034,12.5918111234543,11.2478003929784
"1624","Trans States Airlines",2015,2,198450,156091,75259,264439,2015-02-01,11.958200855991,12.1982974972512,12.4853696614475,11.2287040641474
"1625","Trans States Airlines",2015,3,248600,204732,81278,337248,2015-03-01,12.2294619701853,12.4236044805768,12.7285768089062,11.305642959587
"1626","Trans States Airlines",2015,4,249700,205278,75417,343387,2015-04-01,12.2321253084424,12.4280194810656,12.746616282164,11.2308012522958
"1627","Trans States Airlines",2015,5,260850,218526,89275,354733,2015-05-01,12.2946648556777,12.471704642064,12.7791234918205,11.3994879737441
"1628","Trans States Airlines",2015,6,295850,246553,115271,419226,2015-06-01,12.4153363154103,12.5976112281904,12.9461678183118,11.6550498320128
"1629","Trans States Airlines",2015,7,307150,250192,147301,458284,2015-07-01,12.4299878990057,12.635094762325,13.0352465403085,11.9002401800911
"1630","Trans States Airlines",2015,8,323400,257936,159544,473072,2015-08-01,12.460470648039,12.6866483182663,13.0670049896039,11.9800812930768
"1631","Trans States Airlines",2015,9,310150,249581,129195,440749,2015-09-01,12.4275427974924,12.6448145546424,12.9962331002601,11.7690859100991
"1632","Trans States Airlines",2015,10,346600,285680,122579,496001,2015-10-01,12.5626310826823,12.7559295414297,13.114335237957,11.7165191570397
"1633","Trans States Airlines",2015,11,332000,267423,139987,470003,2015-11-01,12.4965906928012,12.7128932599423,13.0604964842883,11.849311983632
"1634","Trans States Airlines",2015,12,341600,277837,182951,508752,2015-12-01,12.5347934890045,12.7413986682927,13.1397179125275,12.1169791023362
"1635","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,1,2313,992,426,0,2015-01-01,6.90073066404517,7.74673290775362,0,6.05678401322862
"1636","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,2,2056,688,426,0,2015-02-01,6.53524127101366,7.62900388965296,0,6.05678401322862
"1637","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,3,2521,961,426,0,2015-03-01,6.86901445066571,7.83280751652486,0,6.05678401322862
"1638","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,4,2360,734,426,0,2015-04-01,6.59987049921284,7.76684053708551,0,6.05678401322862
"1639","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,11,1116,713,213,0,2015-11-01,6.57088296233958,7.0184017990692,0,5.36597601502185
"1640","TUI Airlines Belgium N.V. d/b/a Jetairfly",2015,12,1395,1034,213,0,2015-12-01,6.94215670569947,7.24136628332232,0,5.36597601502185
"1641","Tyrolean Jet Service",2015,8,13,0,91,0,2015-08-01,0,2.63905732961526,0,4.52178857704904
"1642","Tyrolean Jet Service",2015,10,32,9,472,0,2015-10-01,2.30258509299405,3.49650756146648,0,6.15909538849193
"1643","Tyrolean Jet Service",2015,11,16,1,337,0,2015-11-01,0.693147180559945,2.83321334405622,0,5.82304589548302
"1644","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,1,5340,2918,3872,11772,2015-01-01,7.97899637085411,8.58316818033977,9.3735640530782,8.26178467951475
"1645","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,2,5520,3099,3872,12414,2015-02-01,8.03915739047324,8.61631428228404,9.42666069794227,8.26178467951475
"1646","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,3,6936,3603,3872,13538,2015-03-01,8.18979961872823,8.8446246833853,9.51332968849511,8.26178467951475
"1647","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,4,6060,3668,3872,13770,2015-04-01,8.20767442435528,8.70963008195129,9.53032021072713,8.26178467951475
"1648","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,5,5460,3557,3872,11700,2015-05-01,8.17695386822578,8.60538720215215,9.36742958721896,8.26178467951475
"1649","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,6,6900,4284,4926,14580,2015-06-01,8.36287583103188,8.8394216076206,9.58747459031629,8.50248556254396
"1650","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,7,8550,4460,4926,17006,2015-07-01,8.40312823512826,9.05380351415596,9.74138030299241,8.50248556254396
"1651","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,8,7710,4113,4738,15570,2015-08-01,8.3221510702129,8.95040315983296,9.65316548884143,8.46358142196759
"1652","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,9,6210,3937,4738,13133,2015-09-01,8.27842825919907,8.7340771925593,9.48295956675092,8.46358142196759
"1653","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,10,6060,3920,3872,13146,2015-10-01,8.27410200229233,8.70963008195129,9.4839488746966,8.26178467951475
"1654","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,11,7560,4295,4314,14838,2015-11-01,8.3654396361887,8.93075873555827,9.60501412900613,8.36985260351753
"1655","Ultimate JetCharters LLC dba Ultimate Air Shuttle",2015,12,6360,3688,4314,12858,2015-12-01,8.21311069759668,8.7579408766788,9.46179923427044,8.36985260351753
"1656","United Air Lines Inc.",2015,1,5956785,4847338,2446772,6239031,2015-01-01,15.393940452551,15.6000416318427,15.6463356001069,14.7102805714687
"1657","United Air Lines Inc.",2015,2,5590926,4639362,2316983,5797620,2015-02-01,15.3500876302953,15.5366556632253,15.5729582189591,14.6557768979094
"1658","United Air Lines Inc.",2015,3,6831596,5823398,2474956,7134890,2015-03-01,15.5773946698525,15.7370690255913,15.7805075319719,14.7217335800966
"1659","United Air Lines Inc.",2015,4,6531908,5556445,2549360,6867949,2015-04-01,15.5304692532127,15.6922098015609,15.7423762208332,14.7513532974968
"1660","United Air Lines Inc.",2015,5,7051073,6048718,2585598,7402396,2015-05-01,15.6153570720507,15.7686905036114,15.8173144246429,14.7654677605514
"1661","United Air Lines Inc.",2015,6,7228780,6296079,2655756,7629571,2015-06-01,15.655437775479,15.793580976877,15.8475423073229,14.7922402944291
"1662","United Air Lines Inc.",2015,7,7375392,6501688,2538269,7769156,2015-07-01,15.6875725472655,15.813659746906,15.8656722222494,14.7469933045769
"1663","United Air Lines Inc.",2015,8,7228368,6335476,2688078,7514884,2015-08-01,15.6616756648775,15.7935239808577,15.8323962783242,14.8043373700743
"1664","United Air Lines Inc.",2015,9,6696138,5711433,2617487,6732835,2015-09-01,15.557980688456,15.7170416495979,15.7225070095893,14.7777256371891
"1665","United Air Lines Inc.",2015,10,7347962,6386700,2541631,7328921,2015-10-01,15.6697284176073,15.8099336899207,15.8073389961989,14.7483169523524
"1666","United Air Lines Inc.",2015,11,6795889,5801202,2539267,6814768,2015-11-01,15.5735758678025,15.7318285756512,15.7346027267202,14.7473864084839
"1667","United Air Lines Inc.",2015,12,6885204,5863996,2883843,7136068,2015-12-01,15.5843420109523,15.7448854645745,15.7806726224777,14.8746346843844
"1668","United Parcel Service",2015,1,0,0,539045,958441,2015-01-01,0,0,13.7730643284215,13.1975561894778
"1669","United Parcel Service",2015,2,0,0,579994,927529,2015-02-01,0,0,13.7402804179541,13.2707747617958
"1670","United Parcel Service",2015,3,0,0,533353,973969,2015-03-01,0,0,13.789135781329,13.1869406477911
"1671","United Parcel Service",2015,4,0,0,497817,996403,2015-04-01,0,0,13.8119080768141,13.1179898273619
"1672","United Parcel Service",2015,5,0,0,530856,940887,2015-05-01,0,0,13.7545793891671,13.182247960754
"1673","United Parcel Service",2015,6,0,0,514700,968010,2015-06-01,0,0,13.7829987298305,13.1513414285183
"1674","United Parcel Service",2015,7,0,0,529454,1032872,2015-07-01,0,0,13.8478547976589,13.1796034545764
"1675","United Parcel Service",2015,8,0,0,479349,943144,2015-08-01,0,0,13.7569753143762,13.0801862985051
"1676","United Parcel Service",2015,9,0,0,571536,1011054,2015-09-01,0,0,13.8265048981055,13.2560845020286
"1677","United Parcel Service",2015,10,0,0,559063,1071156,2015-10-01,0,0,13.8842499306565,13.2340192357447
"1678","United Parcel Service",2015,11,0,0,716647,1020475,2015-11-01,0,0,13.8357797430721,13.4823400645849
"1679","United Parcel Service",2015,12,0,0,1114966,1641412,2015-12-01,0,0,14.3110680142146,13.9243353660258
"1680","US Airways Inc.",2015,1,4979955,3824143,819195,4047799,2015-01-01,15.1568452093482,15.4209316136204,15.2136840816142,13.616078650443
"1681","US Airways Inc.",2015,2,4398286,3582292,800777,3576234,2015-02-01,15.0915136561358,15.2967257049027,15.089821129,13.5933390340783
"1682","US Airways Inc.",2015,3,5234015,4479267,789519,4250766,2015-03-01,15.314970198184,15.470689419003,15.262609995206,13.5791804448459
"1683","US Airways Inc.",2015,4,4956700,4279463,776120,4050301,2015-04-01,15.2693383260707,15.4162509564423,15.2143020042039,13.5620637148449
"1684","US Airways Inc.",2015,5,5160759,4452146,822622,4247422,2015-05-01,15.3088970097004,15.4565944134338,15.2618230040531,13.620253294514
"1685","US Airways Inc.",2015,6,5215395,4512136,798880,4400759,2015-06-01,15.3222814351742,15.4671255783376,15.2972878112456,13.5909672774861
"1686","USA Jet Airlines Inc.",2015,1,0,0,60881,13323,2015-01-01,0,0,9.49732219931357,11.0166928435071
"1687","USA Jet Airlines Inc.",2015,2,0,0,75463,16410,2015-02-01,0,0,9.70570712067963,11.2314110003297
"1688","USA Jet Airlines Inc.",2015,3,0,0,123578,25733,2015-03-01,0,0,10.1555683537449,11.724635906658
"1689","USA Jet Airlines Inc.",2015,4,0,0,82244,16098,2015-04-01,0,0,9.68651243724229,11.3174578765063
"1690","USA Jet Airlines Inc.",2015,5,0,0,89042,20520,2015-05-01,0,0,9.92920403104076,11.3968746781042
"1691","USA Jet Airlines Inc.",2015,6,0,0,103165,21197,2015-06-01,0,0,9.9616621165872,11.5440946203823
"1692","USA Jet Airlines Inc.",2015,7,0,0,82430,13851,2015-07-01,0,0,9.53618490552231,11.3197168587392
"1693","USA Jet Airlines Inc.",2015,8,0,0,114649,24798,2015-08-01,0,0,10.1185586087595,11.649639288286
"1694","USA Jet Airlines Inc.",2015,9,0,0,119209,33058,2015-09-01,0,0,10.4060491228837,11.688641922712
"1695","USA Jet Airlines Inc.",2015,10,0,0,108154,34681,2015-10-01,0,0,10.4539760993585,11.5913206623976
"1696","USA Jet Airlines Inc.",2015,11,0,0,73459,15602,2015-11-01,0,0,9.65521848244118,11.2044963193737
"1697","USA Jet Airlines Inc.",2015,12,0,0,59050,10775,2015-12-01,0,0,9.2850767180902,10.9861567562831
"1698","Venture Travel LLC d/b/a Taquan Air Service",2015,1,1794,214,2801,7073,2015-01-01,5.37063802812766,7.49276030092238,8.86418136976543,7.93808872689695
"1699","Venture Travel LLC d/b/a Taquan Air Service",2015,2,1995,331,3142,7844,2015-02-01,5.80513496891649,7.59890045687141,8.96763166516713,8.05293303679757
"1700","Venture Travel LLC d/b/a Taquan Air Service",2015,3,2262,359,2976,9525,2015-03-01,5.88610403145016,7.72444664563354,9.16178018136081,7.99867136101578
"1701","Venture Travel LLC d/b/a Taquan Air Service",2015,4,2208,341,2519,9612,2015-04-01,5.8348107370626,7.70029520342012,9.17087162806582,7.83201418050547
"1702","Venture Travel LLC d/b/a Taquan Air Service",2015,5,6585,3535,3463,39674,2015-05-01,8.17075142375753,8.79270146293631,10.5884765453946,8.15017926968233
"1703","Venture Travel LLC d/b/a Taquan Air Service",2015,6,8652,5046,3496,54037,2015-06-01,8.52654928634026,9.06566136060674,10.8974427817668,8.15966073706338
"1704","Venture Travel LLC d/b/a Taquan Air Service",2015,7,8820,5321,4158,56768,2015-07-01,8.57960445153763,9.08489052125877,10.9467456810722,8.33302993974291
"1705","Venture Travel LLC d/b/a Taquan Air Service",2015,8,6978,3703,4347,39474,2015-08-01,8.21716859576607,8.85066091901715,10.5834228391238,8.3774712482411
"1706","Venture Travel LLC d/b/a Taquan Air Service",2015,9,4275,1620,3416,22866,2015-09-01,7.39079852173568,8.36077327214494,10.0374501021991,8.13651825211529
"1707","Venture Travel LLC d/b/a Taquan Air Service",2015,10,2508,331,4033,8447,2015-10-01,5.80513496891649,7.82763954636642,9.04168500594604,8.30251371851416
"1708","Venture Travel LLC d/b/a Taquan Air Service",2015,11,1995,206,2947,7157,2015-11-01,5.33271879326537,7.59890045687141,8.87598589132597,7.98888225330923
"1709","Venture Travel LLC d/b/a Taquan Air Service",2015,12,2379,201,3600,7870,2015-12-01,5.30826769740121,7.77485576666552,8.97094039814245,8.18896686364888
"1710","Via Airlines d/b/a Charter Air Transport",2015,1,6867,2452,15495,12093,2015-01-01,7.80506704425849,8.83462822201737,9.40046474083316,9.64833720508683
"1711","Via Airlines d/b/a Charter Air Transport",2015,2,6363,2190,22763,12367,2015-02-01,7.69211333959547,8.75841238945768,9.4228677708272,10.032935619723
"1712","Via Airlines d/b/a Charter Air Transport",2015,3,6420,2034,16125,11779,2015-03-01,7.6182510978767,8.76732914779405,9.37415845720558,9.68818815524497
"1713","Via Airlines d/b/a Charter Air Transport",2015,4,5730,2058,7139,9659,2015-04-01,7.62997570702779,8.65364531455174,9.17574892720656,8.87346805533363
"1714","Via Airlines d/b/a Charter Air Transport",2015,5,6819,3059,13933,12034,2015-05-01,8.02617019494643,8.82761475083751,9.39557435021717,9.54208717559006
"1715","Via Airlines d/b/a Charter Air Transport",2015,6,7620,3335,8612,13128,2015-06-01,8.11252776347864,8.93866287366612,9.48257880293411,9.06102796878917
"1716","Via Airlines d/b/a Charter Air Transport",2015,7,8718,4684,10068,15478,2015-07-01,8.45212119467252,9.07325983142782,9.64723954557388,9.21721667591562
"1717","Via Airlines d/b/a Charter Air Transport",2015,8,11328,6030,30796,21113,2015-08-01,8.70466811345099,9.33512108887349,9.95769160654964,10.3351725616203
"1718","Via Airlines d/b/a Charter Air Transport",2015,9,11364,5499,35395,19725,2015-09-01,8.61250337122056,9.33829373628664,9.88969284151394,10.4743540983872
"1719","Via Airlines d/b/a Charter Air Transport",2015,10,13780,6715,54118,22017,2015-10-01,8.81224801819743,9.53104611087515,9.99961557963035,10.8989406046565
"1720","Via Airlines d/b/a Charter Air Transport",2015,11,13800,6715,54118,22017,2015-11-01,8.81224801819743,9.53249633228804,9.99961557963035,10.8989406046565
"1721","Via Airlines d/b/a Charter Air Transport",2015,12,11928,5691,67002,21810,2015-12-01,8.64681695920974,9.38672768928195,9.99016970867185,11.1124926734901
"1722","Vieques Air Link Inc.",2015,1,11988,8186,346,20418,2015-01-01,9.01030280937645,9.39174484170765,9.92422111892303,5.84932477994686
"1723","Vieques Air Link Inc.",2015,2,11259,7240,346,18816,2015-02-01,8.88751459738882,9.32901190169368,9.84251599554464,5.84932477994686
"1724","Vieques Air Link Inc.",2015,3,12906,8784,346,21630,2015-03-01,9.0808010006212,9.46552507883519,9.9818827499635,5.84932477994686
"1725","Vieques Air Link Inc.",2015,4,12267,7445,346,20832,2015-04-01,8.91543225443266,9.41474952523414,9.94429354692838,5.84932477994686
"1726","Vieques Air Link Inc.",2015,5,10332,5764,288,16236,2015-05-01,8.65956043270316,9.24309793621435,9.69504786758711,5.66642668811243
"1727","Vieques Air Link Inc.",2015,6,11925,7178,346,20208,2015-06-01,8.87891537657648,9.38647616968305,9.91388332871825,5.84932477994686
"1728","Vieques Air Link Inc.",2015,7,12591,8228,300,21204,2015-07-01,9.01541977960571,9.44081697065718,9.96199228190869,5.70711026474888
"1729","Vieques Air Link Inc.",2015,8,10971,5984,346,17958,2015-08-01,8.69701161799207,9.30310185205749,9.79584666101874,5.84932477994686
