"","UNIQUE_CARRIER_NAME","YEAR","MONTH","sum_seats","sum_passengers","sum_distance","sum_airtime","Date","log_passenger","log_seats","log_airtime","log_distance"
"3319","Singapore Airlines Ltd.",2016,6,0,0,11645,0,2016-06-01,0,0,0,9.36271805239707
"3320","Singapore Airlines Ltd.",2016,7,0,0,7567,0,2016-07-01,0,0,0,8.93168411073171
"3321","Singapore Airlines Ltd.",2016,8,0,0,8464,0,2016-08-01,0,0,0,9.04369529456724
"3322","Singapore Airlines Ltd.",2016,9,0,0,13125,0,2016-09-01,0,0,0,9.48235027503367
"3323","Singapore Airlines Ltd.",2016,10,0,0,13327,0,2016-10-01,0,0,0,9.49762236440662
"3324","Singapore Airlines Ltd.",2016,11,0,0,20527,0,2016-11-01,0,0,0,9.92954508685542
"3325","Singapore Airlines Ltd.",2016,12,0,0,14164,0,2016-12-01,0,0,0,9.55852941226462
"3326","Sky Lease Cargo",2016,1,0,0,6346,3358,2016-01-01,0,0,8.11939858961229,8.75573753930647
"3327","Sky Lease Cargo",2016,2,0,0,11810,2838,2016-02-01,0,0,7.95120715647297,9.37678657961185
"3328","Sky Lease Cargo",2016,3,0,0,11030,4600,2016-03-01,0,0,8.43402895015547,9.30846476996938
"3329","Sky Lease Cargo",2016,4,0,0,6450,1896,2016-04-01,0,0,7.54802896993501,8.77199043653224
"3330","Sky Lease Cargo",2016,5,0,0,6346,3706,2016-05-01,0,0,8.21797820315073,8.75573753930647
"3331","Sky Lease Cargo",2016,6,0,0,9070,2895,2016-06-01,0,0,7.97108575350561,9.11283779061494
"3332","Sky Lease Cargo",2016,7,0,0,16157,4378,2016-07-01,0,0,8.3845756668014,9.69017056203965
"3333","Sky Lease Cargo",2016,8,0,0,6346,3954,2016-08-01,0,0,8.28273588020175,8.75573753930647
"3334","Sky Lease Cargo",2016,9,0,0,12399,3957,2016-09-01,0,0,8.28349412616251,9.42545175159313
"3335","Sky Lease Cargo",2016,10,0,0,12438,5604,2016-10-01,0,0,8.63141433550626,9.42859197720997
"3336","Sky Lease Cargo",2016,11,0,0,16877,3892,2016-11-01,0,0,8.26693534761046,9.73376627771791
"3337","Sky Lease Cargo",2016,12,0,0,54035,21402,2016-12-01,0,0,9.97128637810056,10.8974057700896
"3338","Sky Regional Airlines Inc.",2016,3,73,40,113,0,2016-03-01,3.71357206670431,4.30406509320417,0,4.7361984483945
"3339","Sky Regional Airlines Inc.",2016,4,146,125,644,0,2016-04-01,4.83628190695148,4.99043258677874,0,6.46925031679577
"3340","Sky Regional Airlines Inc.",2016,6,438,360,1469,0,2016-06-01,5.88887795833288,6.08449941307517,0,7.29301767977278
"3341","Sky Regional Airlines Inc.",2016,7,730,666,2247,0,2016-07-01,6.50279004591562,6.59441345974978,0,7.71779621101358
"3342","Sky Regional Airlines Inc.",2016,8,730,666,2247,0,2016-08-01,6.50279004591562,6.59441345974978,0,7.71779621101358
"3343","Sky Regional Airlines Inc.",2016,9,73,71,73,0,2016-09-01,4.27666611901606,4.30406509320417,0,4.30406509320417
"3344","Sky Regional Airlines Inc.",2016,12,219,197,849,0,2016-12-01,5.28826703069454,5.39362754635236,0,6.74523634948436
"3345","SkyWest Airlines Inc.",2016,1,2823709,2114217,1079687,3642117,2016-01-01,14.5641955621391,14.853562181104,15.1080759385252,13.8921826684751
"3346","SkyWest Airlines Inc.",2016,2,2690850,2072679,1059320,3446875,2016-02-01,14.5443530138487,14.8053680584251,15.0529788715418,13.8731386948004
"3347","SkyWest Airlines Inc.",2016,3,3070843,2444238,1151671,3966893,2016-03-01,14.7092443849998,14.937463000347,15.1934939786958,13.9567253574747
"3348","SkyWest Airlines Inc.",2016,4,2982236,2358260,1071661,3771688,2016-04-01,14.673435040977,14.9081842480099,15.1430334697075,13.8847212723884
"3349","SkyWest Airlines Inc.",2016,5,3076578,2515979,993483,3916798,2016-05-01,14.7381729476453,14.9393288233638,15.1807852965496,13.8089732361639
"3350","SkyWest Airlines Inc.",2016,6,3186461,2630339,1118251,3947427,2016-06-01,14.7826236733649,14.9744217683555,15.1885747855536,13.9272773098023
"3351","SkyWest Airlines Inc.",2016,7,3325402,2719735,1064553,4131122,2016-07-01,14.8160453747381,15.0171014277351,15.2340598408086,13.8780664900704
"3352","SkyWest Airlines Inc.",2016,8,3314506,2667377,1100685,4098841,2016-08-01,14.7966065254045,15.0138194525938,15.2262150527567,13.9114441797519
"3353","SkyWest Airlines Inc.",2016,9,2984779,2410270,974973,3637678,2016-09-01,14.6952497472778,14.9090366002502,15.1068563988731,13.7901660829578
"3354","SkyWest Airlines Inc.",2016,10,3091947,2516550,999742,3835961,2016-10-01,14.738399871236,14.9443118709542,15.1599308087842,13.8152535249341
"3355","SkyWest Airlines Inc.",2016,11,2903906,2344628,1061398,3607580,2016-11-01,14.6676377383909,14.8815676296206,15.0985480226005,13.8750984072236
"3356","SkyWest Airlines Inc.",2016,12,2998766,2385960,1146636,3788457,2016-12-01,14.6851125361585,14.9137117621487,15.1474696341102,13.9523438682538
"3357","Smokey Bay Air Inc.",2016,1,4820,1866,174,12062,2016-01-01,7.53208814354172,8.48073665440562,9.39789819556538,5.16478597392351
"3358","Smokey Bay Air Inc.",2016,2,4495,1753,174,11107,2016-02-01,7.46965417293213,8.41094339157353,9.31542084842669,5.16478597392351
"3359","Smokey Bay Air Inc.",2016,3,5610,2489,174,13649,2016-03-01,7.82003798945875,8.63248423575097,9.52149480061311,5.16478597392351
"3360","Smokey Bay Air Inc.",2016,4,5230,2144,414,13135,2016-04-01,7.67089483136212,8.56235774337061,9.48311183169221,6.0282785202307
"3361","Smokey Bay Air Inc.",2016,5,5570,2258,633,14713,2016-05-01,7.722677516468,8.62532985002082,9.59655470049221,6.45204895443723
"3362","Smokey Bay Air Inc.",2016,6,5340,2057,926,18170,2016-06-01,7.62948991639399,8.58316818033977,9.80758219564906,6.83195356556585
"3363","Smokey Bay Air Inc.",2016,7,5880,2176,1205,21235,2016-07-01,7.68570306123455,8.67948209445996,9.96345313370356,7.09506437728713
"3364","Smokey Bay Air Inc.",2016,8,6045,2134,592,20736,2016-08-01,7.66622192566273,8.7071521753394,9.93967482329784,6.38519439899773
"3365","Smokey Bay Air Inc.",2016,9,5120,2019,204,13871,2016-09-01,7.61085279039525,8.54110501146255,9.53762769902032,5.32300997913841
"3366","Smokey Bay Air Inc.",2016,10,4735,1788,326,12412,2016-10-01,7.48941208350872,8.46294817656384,9.42649958951595,5.78996017089725
"3367","Smokey Bay Air Inc.",2016,11,4460,1708,172,11815,2016-11-01,7.44366368311559,8.40312823512826,9.37720982421122,5.15329159449778
"3368","Smokey Bay Air Inc.",2016,12,3840,1302,172,10476,2016-12-01,7.17242457712485,8.2534880283459,9.25693765735297,5.15329159449778
"3369","Songbird Airways Inc.",2016,1,1500,1077,8253,1110,2016-01-01,6.98286275146894,7.31388683163346,7.01301578963963,9.01845321031253
"3370","Songbird Airways Inc.",2016,2,900,389,3231,492,2016-02-01,5.96614673912369,6.80350525760834,6.20050917404269,8.08085641964099
"3371","Songbird Airways Inc.",2016,3,1650,906,7499,1101,2016-03-01,6.81014245011514,7.40913644392013,7.00488198971286,8.9226582995244
"3372","Songbird Airways Inc.",2016,5,290,153,788,127,2016-05-01,5.03695260241363,5.67332326717149,4.85203026391962,6.67076632084587
"3373","Songbird Airways Inc.",2016,7,600,554,3018,412,2016-07-01,6.31896811374643,6.39859493453521,6.02344759296103,8.01268092970684
"3374","Songbird Airways Inc.",2016,9,336,205,1219,163,2016-09-01,5.32787616878958,5.82008293035236,5.0998664278242,7.1066061377273
"3375","Songbird Airways Inc.",2016,10,450,294,1224,181,2016-10-01,5.68697535633982,6.11146733950268,5.2040066870768,7.11069612297883
"3376","Songbird Airways Inc.",2016,11,1500,1042,3138,894,2016-11-01,6.94985645500077,7.31388683163346,6.79682371827486,8.05165955684195
"3377","Songbird Airways Inc.",2016,12,300,180,1413,223,2016-12-01,5.19849703126583,5.70711026474888,5.41164605185504,7.25417784645652
"3378","Southern Air Inc.",2016,1,0,0,14348,30926,2016-01-01,0,0,10.3393848677645,9.57143553234841
"3379","Southern Air Inc.",2016,2,0,0,22067,35250,2016-02-01,0,0,10.4702491766324,10.0018838743923
"3380","Southern Air Inc.",2016,3,0,0,18543,44915,2016-03-01,0,0,10.7125493576924,9.82790156557953
"3381","Southern Air Inc.",2016,4,0,0,26011,41830,2016-04-01,0,0,10.6413929704378,10.166313248989
"3382","Southern Air Inc.",2016,5,0,0,20974,41672,2016-05-01,0,0,10.6376087160655,9.95108653133541
"3383","Southern Air Inc.",2016,6,0,0,27945,38439,2016-06-01,0,0,10.5568538630842,10.2380293556404
"3384","Southern Air Inc.",2016,7,0,0,20915,37329,2016-07-01,0,0,10.5275525719086,9.94826969530802
"3385","Southern Air Inc.",2016,8,0,0,27806,37737,2016-08-01,0,0,10.5384228233477,10.2330430665439
"3386","Southern Air Inc.",2016,9,0,0,22523,40595,2016-09-01,0,0,10.6114248185687,10.0223366863745
"3387","Southern Air Inc.",2016,10,0,0,21085,40520,2016-10-01,0,0,10.6095756372289,9.95636459213689
"3388","Southern Air Inc.",2016,11,0,0,24968,38119,2016-11-01,0,0,10.5484943577681,10.1253903344142
"3389","Southern Air Inc.",2016,12,0,0,22693,41746,2016-12-01,0,0,10.6393828714098,10.0298558513509
"3390","Southwest Airlines Co.",2016,1,14907096,11067167,2608265,10540083,2016-01-01,16.2194934453974,16.5173479662415,16.1706960706852,14.7741961906927
"3391","Southwest Airlines Co.",2016,2,14075602,10682663,2318287,9912879,2016-02-01,16.184132798594,16.4599535729906,16.1093454796255,14.6563395402029
"3392","Southwest Airlines Co.",2016,3,16258837,13221532,2608671,11718303,2016-03-01,16.3973573463306,16.6041471958156,16.276662621744,14.7743518375495
"3393","Southwest Airlines Co.",2016,4,15711587,12736132,2597554,11225489,2016-04-01,16.359953629851,16.5699090872367,16.2336976432011,14.7700811759373
"3394","Southwest Airlines Co.",2016,5,16105797,13386640,2425110,11406422,2016-05-01,16.4097678273471,16.5946898893491,16.2496871757553,14.701387854502
"3395","Southwest Airlines Co.",2016,6,16349536,13773120,2681479,11705949,2016-06-01,16.4382294971655,16.6097101368638,16.2756078175103,14.8018794388653
"3396","Southwest Airlines Co.",2016,7,16512127,13756964,2641789,11871809,2016-07-01,16.4370557992806,16.6196056991714,16.2896772402181,14.7869672756668
"3397","Southwest Airlines Co.",2016,8,16296386,13098053,2631357,11341453,2016-08-01,16.3879742275185,16.6064539847659,16.2439750667395,14.7830106207011
"3398","Southwest Airlines Co.",2016,9,15400600,12468554,2273178,10579166,2016-09-01,16.3387204328344,16.5499170925964,16.1743972478354,14.636689850284
"3399","Southwest Airlines Co.",2016,10,15938506,13162586,2227700,11001657,2016-10-01,16.3928890450891,16.5842485632006,16.2135565466772,14.6164806699463
"3400","Southwest Airlines Co.",2016,11,15855986,13055690,2738435,10990564,2016-11-01,16.3847346886265,16.5790577156727,16.2125477354314,14.8228975124745
"3401","Southwest Airlines Co.",2016,12,16215563,12939576,2714000,11412278,2016-12-01,16.3758011571673,16.6014820797274,16.2502004389662,14.8139344878367
"3402","Spernak Airways Inc.",2016,1,265,83,418,1328,2016-01-01,4.43081679884331,5.5834963087817,7.19218205871325,6.03787091992214
"3403","Spernak Airways Inc.",2016,2,1600,504,1017,7558,2016-02-01,6.22455842927536,7.37838371299671,8.93049418529218,6.92559519711047
"3404","Spernak Airways Inc.",2016,3,1180,503,1025,7030,2016-03-01,6.22257626807137,7.07411681619736,8.85808422219916,6.93342302573071
"3405","Spernak Airways Inc.",2016,4,1385,464,1155,6607,2016-04-01,6.14203740558736,7.23417717974985,8.79603631520081,7.05272104923232
"3406","Spernak Airways Inc.",2016,5,2295,859,1507,11006,2016-05-01,6.75693238924755,7.73892375743946,9.30628671302339,7.3185395485679
"3407","Spernak Airways Inc.",2016,6,2062,712,2220,10542,2016-06-01,6.5694814204143,7.63191651307125,9.26321741157695,7.70571282389443
"3408","Spernak Airways Inc.",2016,7,1849,610,1264,8977,2016-07-01,6.4150969591716,7.52294091807237,9.10253241934188,7.14282740116162
"3409","Spernak Airways Inc.",2016,8,1761,763,1435,10166,2016-08-01,6.63856778916652,7.47420480649612,9.22690246027516,7.26961674960817
"3410","Spernak Airways Inc.",2016,9,1825,658,1650,9028,2016-09-01,6.49072353450251,7.50988306115491,9.10819689830748,7.40913644392013
"3411","Spernak Airways Inc.",2016,10,1834,638,2318,9272,2016-10-01,6.45990445437753,7.51479976048867,9.13486223080023,7.74889133725553
"3412","Spernak Airways Inc.",2016,11,866,333,1383,5457,2016-11-01,5.8111409929767,6.76503897678054,8.60483770126828,7.23273313617761
"3413","Spernak Airways Inc.",2016,12,812,367,974,5852,2016-12-01,5.90808293816893,6.70073110954781,8.67470962929122,6.88243747099785
"3414","Spirit Air Lines",2016,1,1833382,1472140,411755,1453799,2016-01-01,14.2022283617271,14.4216734520767,14.1896913760327,12.9281862198827
"3415","Spirit Air Lines",2016,2,1701342,1427166,388973,1337112,2016-02-01,14.1712019183433,14.3469284971407,14.1060233700893,12.8712677823205
"3416","Spirit Air Lines",2016,3,1948080,1680239,395792,1485635,2016-03-01,14.3344471983192,14.482355343429,14.2113535213603,12.8886466262944
"3417","Spirit Air Lines",2016,4,1982984,1598598,573760,1457061,2016-04-01,14.2846381786265,14.5001138431768,14.1919326374635,13.2599682122864
"3418","Spirit Air Lines",2016,5,2078216,1774113,410125,1534925,2016-05-01,14.3888117013428,14.5470208725231,14.2439927293723,12.9242197085414
"3419","Spirit Air Lines",2016,6,1969717,1725908,437919,1459604,2016-06-01,14.3612644261765,14.4934009432595,14.1936764091346,12.9897915242745
"3420","Spirit Air Lines",2016,7,2055060,1832799,432753,1509639,2016-07-01,14.4213554101214,14.5358160891702,14.2273817697708,12.9779247162078
"3421","Spirit Air Lines",2016,8,2063110,1778006,432450,1514295,2016-08-01,14.3910036320561,14.5397255957441,14.2304612024567,12.977224304138
"3422","Spirit Air Lines",2016,9,1947918,1548695,455732,1444967,2016-09-01,14.2529238444895,14.4822721812113,14.1835977339547,13.0296623906933
"3423","Spirit Air Lines",2016,10,1985693,1607814,425776,1471212,2016-10-01,14.2903866723511,14.5014790331661,14.2015977885573,12.9616710140127
"3424","Spirit Air Lines",2016,11,2031932,1627253,551533,1536896,2016-11-01,14.3024044895665,14.524498114696,14.2452760066122,13.2204587658207
"3425","Spirit Air Lines",2016,12,2140919,1701872,453633,1646423,2016-12-01,14.347239967235,14.5767462011567,14.3141162212151,13.0250459844949
"3426","Star Marianas Air Inc.",2016,1,16987,11779,1884,38182,2016-01-01,9.37415845720558,9.74026249143316,10.5501456693631,7.54168309988211
"3427","Star Marianas Air Inc.",2016,2,18953,14706,1693,43878,2016-02-01,9.59607884990031,9.84977027003014,10.6891911247038,7.434847875212
"3428","Star Marianas Air Inc.",2016,3,11935,6734,1817,30134,2016-03-01,8.81507308884446,9.38731432244354,10.3134425659171,7.50549227473742
"3429","Star Marianas Air Inc.",2016,4,10699,5952,1626,27780,2016-04-01,8.69165057315339,9.27799902045,10.2321076127807,7.39449310721904
"3430","Star Marianas Air Inc.",2016,5,11801,6882,1654,31112,2016-05-01,8.83680988239836,9.37602428761711,10.3453810172578,7.41155628781116
"3431","Star Marianas Air Inc.",2016,6,13359,7415,1710,37380,2016-06-01,8.91139510724569,9.50002044709064,10.5289178329257,7.44483327389219
"3432","Star Marianas Air Inc.",2016,7,12955,7632,1564,36868,2016-07-01,8.94023623179847,9.46931428029122,10.5151263685387,7.35564110297425
"3433","Star Marianas Air Inc.",2016,8,12026,6391,1868,36827,2016-08-01,8.76280248744611,9.39490940131062,10.5140137044077,7.53315880745556
"3434","Star Marianas Air Inc.",2016,9,12097,6297,2339,35633,2016-09-01,8.74798740166097,9.40079542866686,10.4810555172439,7.75790620835175
"3435","Star Marianas Air Inc.",2016,10,13183,7147,1626,36087,2016-10-01,8.87458787627932,9.48675925214925,10.4937156790882,7.39449310721904
"3436","Star Marianas Air Inc.",2016,11,11788,6377,1671,32906,2016-11-01,8.76060984757,9.37492217229213,10.4014406800794,7.42177579364465
"3437","Star Marianas Air Inc.",2016,12,12827,7096,1379,34807,2016-12-01,8.86742743852498,9.45938556081305,10.4576025244005,7.22983877815125
"3438","Sun Air Express LLC dba Sun Air International",2016,1,9234,2122,2674,52760,2016-01-01,7.66058546170326,9.13075589263334,10.8735275604045,7.89170465933011
"3439","Sun Air Express LLC dba Sun Air International",2016,2,9006,2198,2674,51465,2016-02-01,7.69575799055476,9.10575733178374,10.8486766744529,7.89170465933011
"3440","Sun Air Express LLC dba Sun Air International",2016,3,10751,3196,2674,61295,2016-03-01,8.06996814905984,9.28284706276293,11.0234698669404,7.89170465933011
"3441","Sun Air Express LLC dba Sun Air International",2016,4,9957,2660,2674,56800,2016-04-01,7.88645727097769,9.20613152720213,10.9473092101881,7.89170465933011
"3442","Sun Air Express LLC dba Sun Air International",2016,5,5664,1713,1600,34010,2016-05-01,7.44658509915773,8.64206217346211,10.4344392806857,7.37838371299671
"3443","Sun Air Express LLC dba Sun Air International",2016,6,5760,1962,3692,34560,2016-06-01,7.58222919427646,8.65886634973238,10.4504811576846,8.21419441485256
"3444","Sun Air Express LLC dba Sun Air International",2016,7,5490,1798,3692,32940,2016-07-01,7.49498623395053,8.61086566727887,10.4024733614979,8.21419441485256
"3445","Sun Air Express LLC dba Sun Air International",2016,8,6093,1980,3692,36585,2016-08-01,7.59135704669855,8.71505995954565,10.5074209325512,8.21419441485256
"3446","Sun Air Express LLC dba Sun Air International",2016,9,7285,2810,6007,45480,2016-09-01,7.94129557090653,8.89370997756851,10.7250499353096,8.70084719344397
"3447","Sun Air Express LLC dba Sun Air International",2016,10,9358,3628,5429,58840,2016-10-01,8.19671240721307,9.14409372615726,10.9825941698123,8.59969441292798
"3448","Sun Air Express LLC dba Sun Air International",2016,11,11486,4042,8006,74960,2016-11-01,8.30474226964077,9.3489712401454,11.2247232572716,8.98807143807263
"3449","Sun Air Express LLC dba Sun Air International",2016,12,10791,3322,4392,62255,2016-12-01,8.1086232683546,9.28656039788759,11.0390101952243,8.38776764397578
"3450","Sun Country Airlines d/b/a MN Airlines",2016,1,224364,163188,353863,242409,2016-01-01,12.0026643172797,12.3210294689864,12.3983857864518,12.7766679375086
"3451","Sun Country Airlines d/b/a MN Airlines",2016,2,195525,156951,323408,212613,2016-02-01,11.9636953051007,12.1834486418922,12.2672335940859,12.6866730550515
"3452","Sun Country Airlines d/b/a MN Airlines",2016,3,226683,195046,391072,243241,2016-03-01,12.1809958341449,12.3313122561487,12.4018121115321,12.8766495223083
"3453","Sun Country Airlines d/b/a MN Airlines",2016,4,249675,197424,383620,265298,2016-04-01,12.1931140443658,12.4279193563101,12.488612770801,12.8574103650185
"3454","Sun Country Airlines d/b/a MN Airlines",2016,5,244896,192087,351011,258129,2016-05-01,12.1657088793406,12.4085929929673,12.4612186129699,12.7685756898978
"3455","Sun Country Airlines d/b/a MN Airlines",2016,6,253059,205958,294726,278999,2016-06-01,12.2354323988366,12.4413818937433,12.5389670608035,12.5938047831242
"3456","Sun Country Airlines d/b/a MN Airlines",2016,7,268470,234473,264608,300518,2016-07-01,12.365099986521,12.500498179649,12.613266258912,12.48600854369
"3457","Sun Country Airlines d/b/a MN Airlines",2016,8,307112,223872,313124,291255,2016-08-01,12.3188342057664,12.6349710370211,12.5819578845082,12.6543577508213
"3458","Sun Country Airlines d/b/a MN Airlines",2016,9,236376,181435,368874,242647,2016-09-01,12.1086582534231,12.3731832670566,12.3993671124751,12.8182131122452
"3459","Sun Country Airlines d/b/a MN Airlines",2016,10,260736,201088,373119,266809,2016-10-01,12.21150287511,12.4712675154361,12.4942920735806,12.8296553627042
"3460","Sun Country Airlines d/b/a MN Airlines",2016,11,274650,207287,410658,288438,2016-11-01,12.2418644096282,12.5232564797618,12.5722389040992,12.9255184654021
"3461","Sun Country Airlines d/b/a MN Airlines",2016,12,283839,206501,256894,306035,2016-12-01,12.2380653765663,12.5561659781034,12.6314580210735,12.4564227200826
"3462","Sunwing Airlines Inc.",2016,1,1890,889,268,0,2016-01-01,6.79122146272619,7.54486106865846,0,5.59471137960184
"3463","Sunwing Airlines Inc.",2016,2,756,220,445,0,2016-02-01,5.39816270151775,6.62936325343745,0,6.10031895202006
"3464","Sunwing Airlines Inc.",2016,3,567,241,268,0,2016-03-01,5.48893772615669,6.34212141872115,0,5.59471137960184
"3465","Sunwing Airlines Inc.",2016,4,1134,86,268,0,2016-04-01,4.46590811865458,7.0343879299155,0,5.59471137960184
"3466","Sunwing Airlines Inc.",2016,5,945,836,177,0,2016-05-01,6.72982407048948,6.85224256905188,0,5.18178355029209
"3467","Sunwing Airlines Inc.",2016,6,756,158,177,0,2016-06-01,5.06890420222023,6.62936325343745,0,5.18178355029209
"3468","Sunwing Airlines Inc.",2016,7,945,339,177,0,2016-07-01,5.82894561761021,6.85224256905188,0,5.18178355029209
"3469","Sunwing Airlines Inc.",2016,8,756,248,177,0,2016-08-01,5.51745289646471,6.62936325343745,0,5.18178355029209
"3470","Sunwing Airlines Inc.",2016,9,756,218,177,0,2016-09-01,5.3890717298165,6.62936325343745,0,5.18178355029209
"3471","Sunwing Airlines Inc.",2016,10,1323,533,268,0,2016-10-01,6.2803958389602,7.18841273649695,0,5.59471137960184
"3472","Sunwing Airlines Inc.",2016,11,1890,793,268,0,2016-11-01,6.67708346124714,7.54486106865846,0,5.59471137960184
"3473","Sunwing Airlines Inc.",2016,12,1512,713,445,0,2016-12-01,6.57088296233958,7.32184971378836,0,6.10031895202006
"3474","Svenskt Industriflyg AB",2016,12,14,4,209,0,2016-12-01,1.6094379124341,2.70805020110221,0,5.34710753071747
"3475","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,1,38414,11315,185674,34815,2016-01-01,9.33397293242146,10.5562032873017,10.4578323302156,12.1317531125375
"3476","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,2,36244,11491,188291,34549,2016-02-01,9.34940642009918,10.498056719735,10.4501628291958,12.1457492283471
"3477","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,3,40768,13848,232291,41038,2016-03-01,9.53596830684272,10.6156772676734,10.622278113076,12.3557504799391
"3478","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,4,24256,8701,107271,23178,2016-04-01,9.07130816328062,10.0964605145052,10.0510019753247,11.5831229439595
"3479","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,5,37437,8129,93635,23612,2016-05-01,9.00331620254186,10.5304415103613,10.0695526868106,11.4471702039048
"3480","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,6,1926,858,7256,1130,2016-06-01,6.75576892198425,7.56371966841437,7.03085747611612,8.88972179927814
"3481","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,7,28142,8792,101850,23374,2016-07-01,9.081711229379,10.2450539347941,10.0594223541569,11.5312662399671
"3482","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,8,22180,6369,51214,13442,2016-08-01,8.75935474856621,10.0069913455508,9.50621380345425,10.8437877368706
"3483","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,9,40150,14858,147398,27339,2016-09-01,9.60636102125635,10.600402625665,10.2161061102779,11.9008984744538
"3484","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,10,45890,15382,159712,31071,2016-10-01,9.64101828255575,10.7340242983914,10.3440623710911,11.98113373352
"3485","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,11,49228,15864,203954,37746,2016-11-01,9.6718707040173,10.8042381597286,10.5386612813206,12.2256546602579
"3486","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2016,12,59091,18302,234838,42564,2016-12-01,9.81482025981996,10.9868508304415,10.6587875983182,12.3666554519507
"3487","TAG Aviation (UK) Ltd.",2016,2,12,2,1046,0,2016-02-01,1.09861228866811,2.56494935746154,0,6.95368421087054
"3488","TAG Aviation (UK) Ltd.",2016,3,92,0,1487,0,2016-03-01,0,4.53259949315326,0,7.30518821539304
"3489","TAG Aviation Espana S.L.",2016,2,52,12,1499,0,2016-02-01,2.56494935746154,3.97029191355212,0,7.3132203870903
"3490","TAG Aviation Espana S.L.",2016,3,28,5,380,0,2016-03-01,1.79175946922805,3.36729582998647,0,5.9427993751267
"3491","TAG Aviation Espana S.L.",2016,5,12,1,750,0,2016-05-01,0.693147180559945,2.56494935746154,0,6.62140565176413
"3492","TAG Aviation Espana S.L.",2016,6,21,3,2124,0,2016-06-01,1.38629436111989,3.09104245335832,0,7.66152708135852
"3493","TAG Aviation Espana S.L.",2016,9,14,2,166,0,2016-09-01,1.09861228866811,2.70805020110221,0,5.11799381241676
"3494","TAG Aviation Espana S.L.",2016,10,45,15,3420,0,2016-10-01,2.77258872223978,3.8286413964891,0,8.13768818497761
"3495","TAG Aviation Espana S.L.",2016,11,25,4,4034,0,2016-11-01,1.6094379124341,3.25809653802148,0,8.30276158070405
"3496","TAG Aviation Espana S.L.",2016,12,13,2,2819,0,2016-12-01,1.09861228866811,2.63905732961526,0,7.94449216393216
"3497","TAG Aviation S.A.",2016,1,0,0,2473,0,2016-01-01,0,0,0,7.81359155295243
"3498","TAG Aviation S.A.",2016,7,0,0,1003,0,2016-07-01,0,0,0,6.91174730025167
"3499","TAG Aviation S.A.",2016,10,120,24,8538,0,2016-10-01,3.2188758248682,4.79579054559674,0,9.05239918390761
"3500","Tap-Portuguese Airlines",2016,7,1064,713,467,0,2016-07-01,6.57088296233958,6.97073007814353,0,6.14846829591765
"3501","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,1,831,243,30688,29682,2016-01-01,5.4971682252932,6.72383244082121,10.2983297703404,10.3316595631794
"3502","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,2,895,302,33769,30821,2016-02-01,5.71373280550937,6.79794041297493,10.3359839996953,10.4273281133796
"3503","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,3,818,267,43357,35391,2016-03-01,5.59098698051086,6.70808408385307,10.474241084882,10.6772465095885
"3504","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,4,965,210,44873,36635,2016-04-01,5.35185813347607,6.87316383421252,10.5087866425229,10.7116138414197
"3505","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,5,1301,317,58858,40972,2016-05-01,5.76205138278018,7.17165682276851,10.6206685921706,10.9829000321766
"3506","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,6,1953,473,72662,47317,2016-06-01,6.16120732169508,7.57763383260273,10.7646460517722,11.1935875931144
"3507","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,7,1884,644,66915,51491,2016-07-01,6.46925031679577,7.54168309988211,10.8491817347795,11.1111933804512
"3508","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,8,1738,534,69616,47210,2016-08-01,6.28226674689601,7.46106551435428,10.762382195269,11.1507640693712
"3509","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,9,1202,338,53350,39737,2016-09-01,5.82600010738045,7.09257371597468,10.590063187713,10.8846480006967
"3510","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2016,10,1251,362,53060,40216,2016-10-01,5.89440283426485,7.13249755166004,10.6020450707883,10.8791974741029
